,id,id_attack,tpl,section,tn,sz
9772,48,56,3,7,2,10
9773,48,56,3,7,2,9
9774,48,56,3,7,2,6
9775,48,56,3,7,2,7
9776,48,56,3,7,2,8
9777,48,56,3,7,3,10
9778,48,56,3,7,2,7
9779,48,20,3,7,2,7
9780,48,20,3,7,2,7
9781,48,20,3,7,0,4
9782,48,20,3,7,0,4
9783,48,20,3,7,0,4
9784,48,20,3,7,0,4
9785,48,20,3,7,0,5
9786,48,68,3,7,0,4
9787,48,68,3,7,0,4
9788,48,68,3,7,0,4
9789,48,68,3,7,0,4
9790,48,68,3,7,0,4
9791,48,68,3,7,0,4
9792,48,68,3,7,0,4
9793,48,72,3,7,0,4
9794,48,72,3,7,0,5
9795,48,72,3,7,0,4
9796,48,72,3,7,0,4
9797,48,72,3,7,1,4
9798,48,72,3,7,0,8
9799,48,72,3,7,0,4
9800,48,3,3,7,0,6
9801,48,3,3,7,2,7
9802,48,3,3,7,2,7
9803,48,3,3,7,2,7
9804,48,3,3,7,2,7
9805,48,3,3,7,2,9
9806,48,3,3,7,2,7
9807,48,15,3,7,2,9
9808,48,15,3,7,2,7
9809,48,15,3,7,1,14
9810,48,15,3,7,2,7
9811,48,15,3,7,2,7
9812,48,15,3,7,2,6
9813,48,15,3,7,0,4
9814,48,26,3,7,1,7
9815,48,26,3,7,2,10
9816,48,26,3,7,2,8
9817,48,26,3,7,2,10
9818,48,26,3,7,2,9
9819,48,26,3,7,2,9
9820,48,26,3,7,2,8
9821,48,63,3,7,0,11
9822,48,63,3,7,1,11
9823,48,63,3,7,0,11
9824,48,63,3,7,0,9
9825,48,63,3,7,0,8
9826,48,63,3,7,0,7
9827,48,63,3,7,0,6
9828,48,40,3,7,2,6
9829,48,40,3,7,2,7
9830,48,40,3,7,1,8
9831,48,40,3,7,0,6
9832,48,40,3,7,0,6
9833,48,40,3,7,0,8
9834,48,40,3,7,1,6
9835,48,25,3,7,2,7
9836,48,25,3,7,2,6
9837,48,25,3,7,2,7
9838,48,25,3,7,0,6
9839,48,25,3,7,1,5
9840,48,25,3,7,2,7
9841,48,25,3,7,0,5
9842,48,64,3,7,0,4
9843,48,64,3,7,0,5
9844,48,64,3,7,1,6
9845,48,64,3,7,2,9
9846,48,64,3,7,1,5
9847,48,64,3,7,0,4
9848,48,64,3,7,0,4
9849,48,57,3,7,0,4
9850,48,57,3,7,1,4
9851,48,57,3,7,0,4
9852,48,57,3,7,0,4
9853,48,57,3,7,0,4
9854,48,57,3,7,0,5
9855,48,57,3,7,0,4
9856,48,10,3,7,2,8
9857,48,10,3,7,0,4
9858,48,10,3,7,0,4
9859,48,10,3,7,0,5
9860,48,10,3,7,0,4
9861,48,10,3,7,0,4
9862,48,10,3,7,0,4
9863,48,12,3,7,2,8
9864,48,12,3,7,2,7
9865,48,12,3,7,2,10
9866,48,12,3,7,0,5
9867,48,12,3,7,2,8
9868,48,12,3,7,2,8
9869,48,12,3,7,0,4
9870,48,7,3,7,0,5
9871,48,7,3,7,2,8
9872,48,7,3,7,0,4
9873,48,7,3,7,0,4
9874,48,7,3,7,0,4
9875,48,7,3,7,0,4
9876,48,7,3,7,0,5
9877,48,52,3,7,0,5
9878,48,52,3,7,2,7
9879,48,52,3,7,1,7
9880,48,52,3,7,2,5
9881,48,52,3,7,1,4
9882,48,52,3,7,0,5
9883,48,52,3,7,0,4
9884,48,55,3,7,2,7
9885,48,55,3,7,2,8
9886,48,55,3,7,2,9
9887,48,55,3,7,2,8
9888,48,55,3,7,2,9
9889,48,55,3,7,2,6
9890,48,55,3,7,1,5
9891,48,1,3,7,0,4
9892,48,1,3,7,0,5
9893,48,1,3,7,1,5
9894,48,1,3,7,2,6
9895,48,1,3,7,2,6
9896,48,1,3,7,1,5
9897,48,1,3,7,0,4
9898,48,70,3,7,0,5
9899,48,70,3,7,0,4
9900,48,70,3,7,0,5
9901,48,70,3,7,0,4
9902,48,70,3,7,0,4
9903,48,70,3,7,0,4
9904,48,70,3,7,0,5
9905,48,66,3,7,1,6
9906,48,66,3,7,1,5
9907,48,66,3,7,0,6
9908,48,66,3,7,0,5
9909,48,66,3,7,0,4
9910,48,66,3,7,0,7
9911,48,66,3,7,0,5
9912,48,61,3,7,2,8
9913,48,61,3,7,2,7
9914,48,61,3,7,2,7
9915,48,61,3,7,1,7
9916,48,61,3,7,0,14
9917,48,61,3,7,0,6
9918,48,61,3,7,0,5
9919,48,2,3,7,2,7
9920,48,2,3,7,4,13
9921,48,2,3,7,2,7
9922,48,2,3,7,1,6
9923,48,2,3,7,0,4
9924,48,2,3,7,0,4
9925,48,2,3,7,1,6
9926,48,27,3,7,0,5
9927,48,27,3,7,2,11
9928,48,27,3,7,2,5
9929,48,27,3,7,0,4
9930,48,27,3,7,2,8
9931,48,27,3,7,0,5
9932,48,27,3,7,1,6
9933,48,58,3,7,0,5
9934,48,58,3,7,0,5
9935,48,58,3,7,0,4
9936,48,58,3,7,0,4
9937,48,58,3,7,0,4
9938,48,58,3,7,0,4
9939,48,58,3,7,0,4
9940,48,11,3,7,2,8
9941,48,11,3,7,2,9
9942,48,11,3,7,1,4
9943,48,11,3,7,0,4
9944,48,11,3,7,0,4
9945,48,11,3,7,0,4
9946,48,11,3,7,2,6
9947,48,71,3,7,0,4
9948,48,71,3,7,0,4
9949,48,71,3,7,0,7
9950,48,71,3,7,0,4
9951,48,71,3,7,1,5
9952,48,71,3,7,2,5
9953,48,71,3,7,1,5
9954,48,19,3,7,0,5
9955,48,19,3,7,0,4
9956,48,19,3,7,0,4
9957,48,19,3,7,0,4
9958,48,19,3,7,0,5
9959,48,19,3,7,0,4
9960,48,19,3,7,0,7
9961,48,17,3,7,2,6
9962,48,17,3,7,1,5
9963,48,17,3,7,1,6
9964,48,17,3,7,0,4
9965,48,17,3,7,1,5
9966,48,17,3,7,1,6
9967,48,17,3,7,0,4
9968,48,41,3,7,0,5
9969,48,41,3,7,0,5
9970,48,41,3,7,0,5
9971,48,41,3,7,0,4
9972,48,41,3,7,0,4
9973,48,41,3,7,0,4
9974,48,41,3,7,0,6
9975,48,69,3,7,0,6
9976,48,69,3,7,0,5
9977,48,69,3,7,1,6
9978,48,69,3,7,0,4
9979,48,69,3,7,0,4
9980,48,69,3,7,0,4
9981,48,69,3,7,0,4
9982,48,47,3,7,0,5
9983,48,47,3,7,0,4
9984,48,47,3,7,0,4
9985,48,47,3,7,0,4
9986,48,47,3,7,0,4
9987,48,47,3,7,0,4
9988,48,47,3,7,0,5
9989,48,45,3,7,0,5
9990,48,45,3,7,1,6
9991,48,45,3,7,1,6
9992,48,45,3,7,0,4
9993,48,45,3,7,0,5
9994,48,45,3,7,0,4
9995,48,45,3,7,0,5
9996,51,49,3,7,2,12
9997,51,49,3,7,0,14
9998,51,49,3,7,0,8
9999,51,49,3,7,2,10
10000,51,49,3,7,0,8
10001,51,49,3,7,2,14
10002,51,49,3,7,0,8
10003,51,54,3,7,1,7
10004,51,54,3,7,0,9
10005,51,54,3,7,0,6
10006,51,54,3,7,0,6
10007,51,54,3,7,0,5
10008,51,54,3,7,0,6
10009,51,54,3,7,0,6
10010,51,24,3,7,0,4
10011,51,24,3,7,0,4
10012,51,24,3,7,0,5
10013,51,24,3,7,0,4
10014,51,24,3,7,0,4
10015,51,24,3,7,0,4
10016,51,24,3,7,0,4
10017,51,67,3,7,0,8
10018,51,67,3,7,0,4
10019,51,67,3,7,0,8
10020,51,67,3,7,0,5
10021,51,67,3,7,0,4
10022,51,67,3,7,0,4
10023,51,67,3,7,0,4
10024,51,44,3,7,0,4
10025,51,44,3,7,0,4
10026,51,44,3,7,0,4
10027,51,44,3,7,0,4
10028,51,44,3,7,0,4
10029,51,44,3,7,0,5
10030,51,44,3,7,0,4
10031,51,42,3,7,0,5
10032,51,42,3,7,0,4
10033,51,42,3,7,0,4
10034,51,42,3,7,0,4
10035,51,42,3,7,0,4
10036,51,42,3,7,0,4
10037,51,42,3,7,0,4
10038,51,43,3,7,0,4
10039,51,43,3,7,0,4
10040,51,43,3,7,0,4
10041,51,43,3,7,1,7
10042,51,43,3,7,1,5
10043,51,43,3,7,2,8
10044,51,43,3,7,1,7
10045,51,8,3,7,5,21
10046,51,8,3,7,3,10
10047,51,8,3,7,0,8
10048,51,8,3,7,1,7
10049,51,8,3,7,1,6
10050,51,8,3,7,0,6
10051,51,8,3,7,0,6
10052,51,6,3,7,0,6
10053,51,6,3,7,2,7
10054,51,6,3,7,1,8
10055,51,6,3,7,0,5
10056,51,6,3,7,0,7
10057,51,6,3,7,0,4
10058,51,6,3,7,0,4
10059,51,65,3,7,0,5
10060,51,65,3,7,0,6
10061,51,65,3,7,0,6
10062,51,65,3,7,0,5
10063,51,65,3,7,0,5
10064,51,65,3,7,0,4
10065,51,65,3,7,0,4
10066,51,13,3,7,2,9
10067,51,13,3,7,0,4
10068,51,13,3,7,0,5
10069,51,13,3,7,0,5
10070,51,13,3,7,0,4
10071,51,13,3,7,0,4
10072,51,13,3,7,0,4
10073,51,62,3,7,0,5
10074,51,62,3,7,0,8
10075,51,62,3,7,0,7
10076,51,62,3,7,0,4
10077,51,62,3,7,0,5
10078,51,62,3,7,1,6
10079,51,62,3,7,0,5
10080,51,50,3,7,0,8
10081,51,50,3,7,0,8
10082,51,50,3,7,0,12
10083,51,50,3,7,0,8
10084,51,50,3,7,0,8
10085,51,50,3,7,0,8
10086,51,50,3,7,0,8
10087,51,48,3,7,0,5
10088,51,48,3,7,0,4
10089,51,48,3,7,0,4
10090,51,48,3,7,0,4
10091,51,48,3,7,0,4
10092,51,48,3,7,0,4
10093,51,48,3,7,0,4
10094,51,74,3,7,0,5
10095,51,74,3,7,0,4
10096,51,74,3,7,0,7
10097,51,74,3,7,0,4
10098,51,74,3,7,0,4
10099,51,74,3,7,0,4
10100,51,74,3,7,0,4
10101,51,73,3,7,0,5
10102,51,73,3,7,0,4
10103,51,73,3,7,0,8
10104,51,73,3,7,0,4
10105,51,73,3,7,0,5
10106,51,73,3,7,0,4
10107,51,73,3,7,0,5
10108,51,53,3,7,0,7
10109,51,53,3,7,0,4
10110,51,53,3,7,0,8
10111,51,53,3,7,2,6
10112,51,53,3,7,0,4
10113,51,53,3,7,0,4
10114,51,53,3,7,0,5
10115,51,18,3,7,0,7
10116,51,18,3,7,1,8
10117,51,18,3,7,0,4
10118,51,18,3,7,0,4
10119,51,18,3,7,0,4
10120,51,18,3,7,0,4
10121,51,18,3,7,0,5
10122,51,9,3,7,2,7
10123,51,9,3,7,0,6
10124,51,9,3,7,2,7
10125,51,9,3,7,0,6
10126,51,9,3,7,1,6
10127,51,9,3,7,0,4
10128,51,9,3,7,0,4
10129,51,56,3,7,3,10
10130,51,56,3,7,2,9
10131,51,56,3,7,0,6
10132,51,56,3,7,0,7
10133,51,56,3,7,2,8
10134,51,56,3,7,2,10
10135,51,56,3,7,1,7
10136,51,20,3,7,0,7
10137,51,20,3,7,0,7
10138,51,20,3,7,0,4
10139,51,20,3,7,0,4
10140,51,20,3,7,0,4
10141,51,20,3,7,0,4
10142,51,20,3,7,0,5
10143,51,68,3,7,0,4
10144,51,68,3,7,0,4
10145,51,68,3,7,0,4
10146,51,68,3,7,0,4
10147,51,68,3,7,0,4
10148,51,68,3,7,0,4
10149,51,68,3,7,0,4
10150,51,72,3,7,0,4
10151,51,72,3,7,0,5
10152,51,72,3,7,0,4
10153,51,72,3,7,0,4
10154,51,72,3,7,0,4
10155,51,72,3,7,1,8
10156,51,72,3,7,0,4
10157,51,3,3,7,0,6
10158,51,3,3,7,2,7
10159,51,3,3,7,2,7
10160,51,3,3,7,2,7
10161,51,3,3,7,1,7
10162,51,3,3,7,2,9
10163,51,3,3,7,1,7
10164,51,15,3,7,1,9
10165,51,15,3,7,2,7
10166,51,15,3,7,2,14
10167,51,15,3,7,2,7
10168,51,15,3,7,2,7
10169,51,15,3,7,0,6
10170,51,15,3,7,0,4
10171,51,26,3,7,2,7
10172,51,26,3,7,1,10
10173,51,26,3,7,1,8
10174,51,26,3,7,1,10
10175,51,26,3,7,2,9
10176,51,26,3,7,1,9
10177,51,26,3,7,1,8
10178,51,63,3,7,0,11
10179,51,63,3,7,1,11
10180,51,63,3,7,0,11
10181,51,63,3,7,0,9
10182,51,63,3,7,0,8
10183,51,63,3,7,0,7
10184,51,63,3,7,0,6
10185,51,40,3,7,1,6
10186,51,40,3,7,1,7
10187,51,40,3,7,0,8
10188,51,40,3,7,0,6
10189,51,40,3,7,0,6
10190,51,40,3,7,1,8
10191,51,40,3,7,0,6
10192,51,25,3,7,0,7
10193,51,25,3,7,0,6
10194,51,25,3,7,2,7
10195,51,25,3,7,0,6
10196,51,25,3,7,0,5
10197,51,25,3,7,1,7
10198,51,25,3,7,0,5
10199,51,64,3,7,0,4
10200,51,64,3,7,0,5
10201,51,64,3,7,0,6
10202,51,64,3,7,0,9
10203,51,64,3,7,0,5
10204,51,64,3,7,0,4
10205,51,64,3,7,0,4
10206,51,57,3,7,0,4
10207,51,57,3,7,0,4
10208,51,57,3,7,0,4
10209,51,57,3,7,0,4
10210,51,57,3,7,0,4
10211,51,57,3,7,0,5
10212,51,57,3,7,0,4
10213,51,10,3,7,2,8
10214,51,10,3,7,0,4
10215,51,10,3,7,0,4
10216,51,10,3,7,0,5
10217,51,10,3,7,0,4
10218,51,10,3,7,0,4
10219,51,10,3,7,0,4
10220,51,12,3,7,2,8
10221,51,12,3,7,2,7
10222,51,12,3,7,2,10
10223,51,12,3,7,1,5
10224,51,12,3,7,1,8
10225,51,12,3,7,1,8
10226,51,12,3,7,0,4
10227,51,7,3,7,1,5
10228,51,7,3,7,0,8
10229,51,7,3,7,0,4
10230,51,7,3,7,0,4
10231,51,7,3,7,0,4
10232,51,7,3,7,0,4
10233,51,7,3,7,0,5
10234,51,52,3,7,0,5
10235,51,52,3,7,0,7
10236,51,52,3,7,0,7
10237,51,52,3,7,0,5
10238,51,52,3,7,0,4
10239,51,52,3,7,0,5
10240,51,52,3,7,0,4
10241,51,55,3,7,1,7
10242,51,55,3,7,2,8
10243,51,55,3,7,1,9
10244,51,55,3,7,1,8
10245,51,55,3,7,2,9
10246,51,55,3,7,0,6
10247,51,55,3,7,0,5
10248,51,1,3,7,0,4
10249,51,1,3,7,0,5
10250,51,1,3,7,1,5
10251,51,1,3,7,1,6
10252,51,1,3,7,0,6
10253,51,1,3,7,0,5
10254,51,1,3,7,0,4
10255,51,70,3,7,0,5
10256,51,70,3,7,0,4
10257,51,70,3,7,0,5
10258,51,70,3,7,0,4
10259,51,70,3,7,0,4
10260,51,70,3,7,0,4
10261,51,70,3,7,0,5
10262,51,66,3,7,0,6
10263,51,66,3,7,0,5
10264,51,66,3,7,0,6
10265,51,66,3,7,0,5
10266,51,66,3,7,0,4
10267,51,66,3,7,0,7
10268,51,66,3,7,0,5
10269,51,61,3,7,2,8
10270,51,61,3,7,0,7
10271,51,61,3,7,2,7
10272,51,61,3,7,0,7
10273,51,61,3,7,1,14
10274,51,61,3,7,0,6
10275,51,61,3,7,0,5
10276,51,2,3,7,1,7
10277,51,2,3,7,2,13
10278,51,2,3,7,1,7
10279,51,2,3,7,1,6
10280,51,2,3,7,0,4
10281,51,2,3,7,0,4
10282,51,2,3,7,1,6
10283,51,27,3,7,0,5
10284,51,27,3,7,2,11
10285,51,27,3,7,0,5
10286,51,27,3,7,0,4
10287,51,27,3,7,0,8
10288,51,27,3,7,0,5
10289,51,27,3,7,0,6
10290,51,58,3,7,0,5
10291,51,58,3,7,0,5
10292,51,58,3,7,0,4
10293,51,58,3,7,0,4
10294,51,58,3,7,0,4
10295,51,58,3,7,0,4
10296,51,58,3,7,0,4
10297,51,11,3,7,1,8
10298,51,11,3,7,0,9
10299,51,11,3,7,0,4
10300,51,11,3,7,0,4
10301,51,11,3,7,0,4
10302,51,11,3,7,0,4
10303,51,11,3,7,0,6
10304,51,71,3,7,0,4
10305,51,71,3,7,0,4
10306,51,71,3,7,0,7
10307,51,71,3,7,0,4
10308,51,71,3,7,0,5
10309,51,71,3,7,0,5
10310,51,71,3,7,0,5
10311,51,19,3,7,0,5
10312,51,19,3,7,0,4
10313,51,19,3,7,0,4
10314,51,19,3,7,0,4
10315,51,19,3,7,0,5
10316,51,19,3,7,0,4
10317,51,19,3,7,0,7
10318,51,17,3,7,0,6
10319,51,17,3,7,0,5
10320,51,17,3,7,1,6
10321,51,17,3,7,0,4
10322,51,17,3,7,0,5
10323,51,17,3,7,0,6
10324,51,17,3,7,0,4
10325,51,41,3,7,0,5
10326,51,41,3,7,0,5
10327,51,41,3,7,0,5
10328,51,41,3,7,0,4
10329,51,41,3,7,0,4
10330,51,41,3,7,0,4
10331,51,41,3,7,0,6
10332,51,69,3,7,1,6
10333,51,69,3,7,1,5
10334,51,69,3,7,0,6
10335,51,69,3,7,0,4
10336,51,69,3,7,0,4
10337,51,69,3,7,0,4
10338,51,69,3,7,0,4
10339,51,47,3,7,0,5
10340,51,47,3,7,0,4
10341,51,47,3,7,0,4
10342,51,47,3,7,0,4
10343,51,47,3,7,0,4
10344,51,47,3,7,0,4
10345,51,47,3,7,0,5
10346,51,45,3,7,0,5
10347,51,45,3,7,0,6
10348,51,45,3,7,0,6
10349,51,45,3,7,0,4
10350,51,45,3,7,0,5
10351,51,45,3,7,0,4
10352,51,45,3,7,0,5
10353,51,49,3,7,4,12
10354,51,49,3,7,2,14
10355,51,49,3,7,0,8
10356,51,49,3,7,2,10
10357,51,49,3,7,0,8
10358,51,49,3,7,4,14
10359,51,49,3,7,0,8
10360,51,54,3,7,1,7
10361,51,54,3,7,2,9
10362,51,54,3,7,1,6
10363,51,54,3,7,1,6
10364,51,54,3,7,0,5
10365,51,54,3,7,1,6
10366,51,54,3,7,0,6
10367,51,24,3,7,1,4
10368,51,24,3,7,0,4
10369,51,24,3,7,0,5
10370,51,24,3,7,0,4
10371,51,24,3,7,0,4
10372,51,24,3,7,1,4
10373,51,24,3,7,0,4
10374,51,67,3,7,1,8
10375,51,67,3,7,0,4
10376,51,67,3,7,2,8
10377,51,67,3,7,0,5
10378,51,67,3,7,0,4
10379,51,67,3,7,0,4
10380,51,67,3,7,0,4
10381,51,44,3,7,0,4
10382,51,44,3,7,0,4
10383,51,44,3,7,0,4
10384,51,44,3,7,0,4
10385,51,44,3,7,0,4
10386,51,44,3,7,1,5
10387,51,44,3,7,0,4
10388,51,42,3,7,1,5
10389,51,42,3,7,0,4
10390,51,42,3,7,0,4
10391,51,42,3,7,0,4
10392,51,42,3,7,0,4
10393,51,42,3,7,0,4
10394,51,42,3,7,0,4
10395,51,43,3,7,0,4
10396,51,43,3,7,0,4
10397,51,43,3,7,0,4
10398,51,43,3,7,2,7
10399,51,43,3,7,1,5
10400,51,43,3,7,2,8
10401,51,43,3,7,2,7
10402,51,8,3,7,6,21
10403,51,8,3,7,3,10
10404,51,8,3,7,4,8
10405,51,8,3,7,2,7
10406,51,8,3,7,2,6
10407,51,8,3,7,1,6
10408,51,8,3,7,0,6
10409,51,6,3,7,3,6
10410,51,6,3,7,2,7
10411,51,6,3,7,3,8
10412,51,6,3,7,1,5
10413,51,6,3,7,1,7
10414,51,6,3,7,0,4
10415,51,6,3,7,0,4
10416,51,65,3,7,0,5
10417,51,65,3,7,1,6
10418,51,65,3,7,0,6
10419,51,65,3,7,1,5
10420,51,65,3,7,0,5
10421,51,65,3,7,0,4
10422,51,65,3,7,0,4
10423,51,13,3,7,2,9
10424,51,13,3,7,0,4
10425,51,13,3,7,1,5
10426,51,13,3,7,1,5
10427,51,13,3,7,0,4
10428,51,13,3,7,0,4
10429,51,13,3,7,0,4
10430,51,62,3,7,1,5
10431,51,62,3,7,2,8
10432,51,62,3,7,1,7
10433,51,62,3,7,1,4
10434,51,62,3,7,1,5
10435,51,62,3,7,2,6
10436,51,62,3,7,0,5
10437,51,50,3,7,0,8
10438,51,50,3,7,2,8
10439,51,50,3,7,4,12
10440,51,50,3,7,0,8
10441,51,50,3,7,0,8
10442,51,50,3,7,0,8
10443,51,50,3,7,0,8
10444,51,48,3,7,1,5
10445,51,48,3,7,1,4
10446,51,48,3,7,0,4
10447,51,48,3,7,0,4
10448,51,48,3,7,0,4
10449,51,48,3,7,0,4
10450,51,48,3,7,0,4
10451,51,74,3,7,0,5
10452,51,74,3,7,0,4
10453,51,74,3,7,1,7
10454,51,74,3,7,0,4
10455,51,74,3,7,0,4
10456,51,74,3,7,0,4
10457,51,74,3,7,0,4
10458,51,73,3,7,2,5
10459,51,73,3,7,0,4
10460,51,73,3,7,1,8
10461,51,73,3,7,0,4
10462,51,73,3,7,1,5
10463,51,73,3,7,1,4
10464,51,73,3,7,0,5
10465,51,53,3,7,1,7
10466,51,53,3,7,0,4
10467,51,53,3,7,2,8
10468,51,53,3,7,3,6
10469,51,53,3,7,0,4
10470,51,53,3,7,0,4
10471,51,53,3,7,1,5
10472,51,18,3,7,3,7
10473,51,18,3,7,2,8
10474,51,18,3,7,0,4
10475,51,18,3,7,1,4
10476,51,18,3,7,0,4
10477,51,18,3,7,0,4
10478,51,18,3,7,1,5
10479,51,9,3,7,3,7
10480,51,9,3,7,1,6
10481,51,9,3,7,2,7
10482,51,9,3,7,1,6
10483,51,9,3,7,1,6
10484,51,9,3,7,0,4
10485,51,9,3,7,0,4
10486,51,56,3,7,4,10
10487,51,56,3,7,4,9
10488,51,56,3,7,2,6
10489,51,56,3,7,3,7
10490,51,56,3,7,3,8
10491,51,56,3,7,3,10
10492,51,56,3,7,2,7
10493,51,20,3,7,2,7
10494,51,20,3,7,1,7
10495,51,20,3,7,0,4
10496,51,20,3,7,0,4
10497,51,20,3,7,0,4
10498,51,20,3,7,0,4
10499,51,20,3,7,1,5
10500,51,68,3,7,0,4
10501,51,68,3,7,0,4
10502,51,68,3,7,0,4
10503,51,68,3,7,0,4
10504,51,68,3,7,0,4
10505,51,68,3,7,0,4
10506,51,68,3,7,0,4
10507,51,72,3,7,0,4
10508,51,72,3,7,0,5
10509,51,72,3,7,1,4
10510,51,72,3,7,0,4
10511,51,72,3,7,0,4
10512,51,72,3,7,1,8
10513,51,72,3,7,0,4
10514,51,3,3,7,1,6
10515,51,3,3,7,2,7
10516,51,3,3,7,2,7
10517,51,3,3,7,2,7
10518,51,3,3,7,3,7
10519,51,3,3,7,3,9
10520,51,3,3,7,2,7
10521,51,15,3,7,2,9
10522,51,15,3,7,2,7
10523,51,15,3,7,3,14
10524,51,15,3,7,2,7
10525,51,15,3,7,2,7
10526,51,15,3,7,1,6
10527,51,15,3,7,0,4
10528,51,26,3,7,2,7
10529,51,26,3,7,2,10
10530,51,26,3,7,2,8
10531,51,26,3,7,2,10
10532,51,26,3,7,2,9
10533,51,26,3,7,2,9
10534,51,26,3,7,2,8
10535,51,63,3,7,1,11
10536,51,63,3,7,2,11
10537,51,63,3,7,3,11
10538,51,63,3,7,1,9
10539,51,63,3,7,1,8
10540,51,63,3,7,1,7
10541,51,63,3,7,0,6
10542,51,40,3,7,2,6
10543,51,40,3,7,1,7
10544,51,40,3,7,0,8
10545,51,40,3,7,0,6
10546,51,40,3,7,0,6
10547,51,40,3,7,1,8
10548,51,40,3,7,1,6
10549,51,25,3,7,2,7
10550,51,25,3,7,2,6
10551,51,25,3,7,2,7
10552,51,25,3,7,0,6
10553,51,25,3,7,1,5
10554,51,25,3,7,1,7
10555,51,25,3,7,0,5
10556,51,64,3,7,0,4
10557,51,64,3,7,1,5
10558,51,64,3,7,1,6
10559,51,64,3,7,1,9
10560,51,64,3,7,0,5
10561,51,64,3,7,0,4
10562,51,64,3,7,0,4
10563,51,57,3,7,0,4
10564,51,57,3,7,0,4
10565,51,57,3,7,0,4
10566,51,57,3,7,1,4
10567,51,57,3,7,0,4
10568,51,57,3,7,0,5
10569,51,57,3,7,0,4
10570,51,10,3,7,2,8
10571,51,10,3,7,0,4
10572,51,10,3,7,0,4
10573,51,10,3,7,1,5
10574,51,10,3,7,0,4
10575,51,10,3,7,0,4
10576,51,10,3,7,1,4
10577,51,12,3,7,3,8
10578,51,12,3,7,3,7
10579,51,12,3,7,2,10
10580,51,12,3,7,1,5
10581,51,12,3,7,3,8
10582,51,12,3,7,4,8
10583,51,12,3,7,0,4
10584,51,7,3,7,1,5
10585,51,7,3,7,2,8
10586,51,7,3,7,0,4
10587,51,7,3,7,0,4
10588,51,7,3,7,0,4
10589,51,7,3,7,0,4
10590,51,7,3,7,0,5
10591,51,52,3,7,0,5
10592,51,52,3,7,2,7
10593,51,52,3,7,0,7
10594,51,52,3,7,0,5
10595,51,52,3,7,1,4
10596,51,52,3,7,0,5
10597,51,52,3,7,0,4
10598,51,55,3,7,2,7
10599,51,55,3,7,2,8
10600,51,55,3,7,3,9
10601,51,55,3,7,2,8
10602,51,55,3,7,3,9
10603,51,55,3,7,2,6
10604,51,55,3,7,1,5
10605,51,1,3,7,0,4
10606,51,1,3,7,1,5
10607,51,1,3,7,1,5
10608,51,1,3,7,2,6
10609,51,1,3,7,2,6
10610,51,1,3,7,2,5
10611,51,1,3,7,0,4
10612,51,70,3,7,1,5
10613,51,70,3,7,0,4
10614,51,70,3,7,0,5
10615,51,70,3,7,0,4
10616,51,70,3,7,0,4
10617,51,70,3,7,0,4
10618,51,70,3,7,0,5
10619,51,66,3,7,0,6
10620,51,66,3,7,1,5
10621,51,66,3,7,0,6
10622,51,66,3,7,0,5
10623,51,66,3,7,0,4
10624,51,66,3,7,0,7
10625,51,66,3,7,0,5
10626,51,61,3,7,3,8
10627,51,61,3,7,3,7
10628,51,61,3,7,2,7
10629,51,61,3,7,1,7
10630,51,61,3,7,1,14
10631,51,61,3,7,1,6
10632,51,61,3,7,1,5
10633,51,2,3,7,2,7
10634,51,2,3,7,4,13
10635,51,2,3,7,2,7
10636,51,2,3,7,2,6
10637,51,2,3,7,0,4
10638,51,2,3,7,0,4
10639,51,2,3,7,2,6
10640,51,27,3,7,0,5
10641,51,27,3,7,4,11
10642,51,27,3,7,1,5
10643,51,27,3,7,0,4
10644,51,27,3,7,3,8
10645,51,27,3,7,1,5
10646,51,27,3,7,1,6
10647,51,58,3,7,0,5
10648,51,58,3,7,0,5
10649,51,58,3,7,0,4
10650,51,58,3,7,0,4
10651,51,58,3,7,0,4
10652,51,58,3,7,0,4
10653,51,58,3,7,0,4
10654,51,11,3,7,3,8
10655,51,11,3,7,3,9
10656,51,11,3,7,0,4
10657,51,11,3,7,0,4
10658,51,11,3,7,0,4
10659,51,11,3,7,0,4
10660,51,11,3,7,1,6
10661,51,71,3,7,0,4
10662,51,71,3,7,0,4
10663,51,71,3,7,0,7
10664,51,71,3,7,0,4
10665,51,71,3,7,1,5
10666,51,71,3,7,1,5
10667,51,71,3,7,0,5
10668,51,19,3,7,0,5
10669,51,19,3,7,0,4
10670,51,19,3,7,0,4
10671,51,19,3,7,0,4
10672,51,19,3,7,0,5
10673,51,19,3,7,0,4
10674,51,19,3,7,1,7
10675,51,17,3,7,1,6
10676,51,17,3,7,1,5
10677,51,17,3,7,1,6
10678,51,17,3,7,0,4
10679,51,17,3,7,0,5
10680,51,17,3,7,1,6
10681,51,17,3,7,0,4
10682,51,41,3,7,0,5
10683,51,41,3,7,0,5
10684,51,41,3,7,1,5
10685,51,41,3,7,0,4
10686,51,41,3,7,0,4
10687,51,41,3,7,0,4
10688,51,41,3,7,2,6
10689,51,69,3,7,1,6
10690,51,69,3,7,1,5
10691,51,69,3,7,2,6
10692,51,69,3,7,0,4
10693,51,69,3,7,0,4
10694,51,69,3,7,0,4
10695,51,69,3,7,0,4
10696,51,47,3,7,0,5
10697,51,47,3,7,0,4
10698,51,47,3,7,1,4
10699,51,47,3,7,0,4
10700,51,47,3,7,0,4
10701,51,47,3,7,0,4
10702,51,47,3,7,0,5
10703,51,45,3,7,0,5
