,id,id_attack,tpl,section,tn,sz
373,49,67,3,7,0,8
374,49,67,3,7,0,5
375,49,67,3,7,0,4
376,49,67,3,7,0,4
377,49,67,3,7,0,4
378,49,44,3,7,0,4
379,49,44,3,7,0,4
380,49,44,3,7,0,4
381,49,44,3,7,0,4
382,49,44,3,7,0,4
383,49,44,3,7,0,5
384,49,44,3,7,0,4
385,49,42,3,7,0,5
386,49,42,3,7,0,4
387,49,42,3,7,0,4
388,49,42,3,7,0,4
389,49,42,3,7,0,4
390,49,42,3,7,0,4
391,49,42,3,7,0,4
392,49,43,3,7,0,4
393,49,43,3,7,0,4
394,49,43,3,7,0,4
395,49,43,3,7,0,7
396,49,43,3,7,0,5
397,49,43,3,7,0,8
398,49,43,3,7,0,7
399,49,8,3,7,0,21
400,49,8,3,7,0,10
401,49,8,3,7,0,8
402,49,8,3,7,0,7
403,49,8,3,7,0,6
404,49,8,3,7,0,6
405,49,8,3,7,0,6
406,49,6,3,7,0,6
407,49,6,3,7,0,7
408,49,6,3,7,0,8
409,49,6,3,7,0,5
410,49,6,3,7,0,7
411,49,6,3,7,0,4
412,49,6,3,7,0,4
413,49,65,3,7,0,5
414,49,65,3,7,0,6
415,49,65,3,7,0,6
416,49,65,3,7,0,5
417,49,65,3,7,0,5
418,49,65,3,7,0,4
419,49,65,3,7,0,4
420,49,13,3,7,0,9
421,49,13,3,7,0,4
422,49,13,3,7,0,5
423,49,13,3,7,0,5
424,49,13,3,7,0,4
425,49,13,3,7,0,4
426,49,13,3,7,0,4
427,49,62,3,7,0,5
428,49,62,3,7,0,8
429,49,62,3,7,0,7
430,49,62,3,7,0,4
431,49,62,3,7,0,5
432,49,62,3,7,0,6
433,49,62,3,7,0,5
434,49,50,3,7,0,8
435,49,50,3,7,0,8
436,49,50,3,7,0,12
437,49,50,3,7,0,8
438,49,50,3,7,0,8
439,49,50,3,7,0,8
440,49,50,3,7,0,8
441,49,48,3,7,0,5
442,49,48,3,7,0,4
443,49,48,3,7,0,4
444,49,48,3,7,0,4
445,49,48,3,7,0,4
446,49,48,3,7,0,4
447,49,48,3,7,0,4
448,49,51,3,7,0,8
449,49,51,3,7,0,8
450,49,51,3,7,0,7
451,49,51,3,7,0,5
452,49,51,3,7,0,4
453,49,51,3,7,0,4
454,49,51,3,7,0,4
455,49,74,3,7,0,5
456,49,74,3,7,0,4
457,49,74,3,7,0,7
458,49,74,3,7,0,4
459,49,74,3,7,0,4
460,49,74,3,7,0,4
461,49,74,3,7,0,4
462,49,73,3,7,0,5
463,49,73,3,7,0,4
464,49,73,3,7,0,8
465,49,73,3,7,0,4
466,49,73,3,7,0,5
467,49,73,3,7,0,4
468,49,73,3,7,0,5
469,49,53,3,7,0,7
470,49,53,3,7,0,4
471,49,53,3,7,0,8
472,49,53,3,7,0,6
473,49,53,3,7,0,4
474,49,53,3,7,0,4
475,49,53,3,7,0,5
476,49,18,3,7,0,7
477,49,18,3,7,0,8
478,49,18,3,7,0,4
479,49,18,3,7,0,4
480,49,18,3,7,0,4
481,49,18,3,7,0,4
482,49,18,3,7,0,5
483,49,9,3,7,0,7
484,49,9,3,7,0,6
485,49,9,3,7,0,7
486,49,9,3,7,0,6
487,49,9,3,7,0,6
488,49,9,3,7,0,4
489,49,9,3,7,0,4
490,49,56,3,7,0,10
491,49,56,3,7,0,9
492,49,56,3,7,0,6
493,49,56,3,7,0,7
494,49,56,3,7,0,8
495,49,56,3,7,0,10
496,49,56,3,7,0,7
497,49,20,3,7,0,7
498,49,20,3,7,0,7
499,49,20,3,7,0,4
500,49,20,3,7,0,4
501,49,20,3,7,0,4
502,49,20,3,7,0,4
503,49,20,3,7,0,5
504,49,68,3,7,0,4
505,49,68,3,7,0,4
506,49,68,3,7,0,4
507,49,68,3,7,0,4
508,49,68,3,7,0,4
509,49,68,3,7,0,4
510,49,68,3,7,0,4
511,49,72,3,7,0,4
512,49,72,3,7,0,5
513,49,72,3,7,0,4
514,49,72,3,7,0,4
515,49,72,3,7,0,4
516,49,72,3,7,0,8
517,49,72,3,7,0,4
518,49,3,3,7,0,6
519,49,3,3,7,0,7
520,49,3,3,7,0,7
521,49,3,3,7,0,7
522,49,3,3,7,0,7
523,49,3,3,7,0,9
524,49,3,3,7,0,7
525,49,15,3,7,0,9
526,49,15,3,7,0,7
527,49,15,3,7,0,14
528,49,15,3,7,0,7
529,49,15,3,7,0,7
530,49,15,3,7,0,6
531,49,15,3,7,0,4
532,49,26,3,7,0,7
533,49,26,3,7,0,10
534,49,26,3,7,0,8
535,49,26,3,7,0,10
536,49,26,3,7,0,9
537,49,26,3,7,0,9
538,49,26,3,7,0,8
539,49,63,3,7,0,11
540,49,63,3,7,0,11
541,49,63,3,7,0,11
542,49,63,3,7,0,9
543,49,63,3,7,0,8
544,49,63,3,7,0,7
545,49,63,3,7,0,6
546,49,40,3,7,0,6
547,49,40,3,7,0,7
548,49,40,3,7,0,8
549,49,40,3,7,0,6
550,49,40,3,7,0,6
551,49,40,3,7,0,8
552,49,40,3,7,0,6
553,49,25,3,7,0,7
554,49,25,3,7,0,6
555,49,25,3,7,0,7
556,49,25,3,7,0,6
557,49,25,3,7,0,5
558,49,25,3,7,0,7
559,49,25,3,7,0,5
560,49,64,3,7,0,4
561,49,64,3,7,0,5
562,49,64,3,7,0,6
563,49,64,3,7,0,9
564,49,64,3,7,0,5
565,49,64,3,7,0,4
566,49,64,3,7,0,4
567,49,57,3,7,0,4
568,49,57,3,7,0,4
569,49,57,3,7,0,4
570,49,57,3,7,0,4
571,49,57,3,7,0,4
572,49,57,3,7,0,5
573,49,57,3,7,0,4
574,49,10,3,7,0,8
575,49,10,3,7,0,4
576,49,10,3,7,0,4
577,49,10,3,7,0,5
578,49,10,3,7,0,4
579,49,10,3,7,0,4
580,49,10,3,7,0,4
581,49,12,3,7,0,8
582,49,12,3,7,0,7
583,49,12,3,7,0,10
584,49,12,3,7,0,5
585,49,12,3,7,0,8
586,49,12,3,7,0,8
587,49,12,3,7,0,4
588,49,7,3,7,0,5
589,49,7,3,7,0,8
590,49,7,3,7,0,4
591,49,7,3,7,0,4
592,49,7,3,7,0,4
593,49,7,3,7,0,4
594,49,7,3,7,0,5
595,49,52,3,7,0,5
596,49,52,3,7,0,7
597,49,52,3,7,0,7
598,49,52,3,7,0,5
599,49,52,3,7,0,4
600,49,52,3,7,0,5
601,49,52,3,7,0,4
602,49,55,3,7,0,7
603,49,55,3,7,0,8
604,49,55,3,7,0,9
605,49,55,3,7,0,8
606,49,55,3,7,0,9
607,49,55,3,7,0,6
608,49,55,3,7,0,5
609,49,1,3,7,0,4
610,49,1,3,7,0,5
611,49,1,3,7,0,5
612,49,1,3,7,0,6
613,49,1,3,7,0,6
614,49,1,3,7,0,5
615,49,1,3,7,0,4
616,49,70,3,7,0,5
617,49,70,3,7,0,4
618,49,70,3,7,0,5
619,49,70,3,7,0,4
620,49,70,3,7,0,4
621,49,70,3,7,0,4
622,49,70,3,7,0,5
623,49,66,3,7,0,6
624,49,66,3,7,0,5
625,49,66,3,7,0,6
626,49,66,3,7,0,5
627,49,66,3,7,0,4
628,49,66,3,7,0,7
629,49,66,3,7,0,5
630,49,61,3,7,0,8
631,49,61,3,7,0,7
632,49,61,3,7,0,7
633,49,61,3,7,0,7
634,49,61,3,7,0,14
635,49,61,3,7,0,6
636,49,61,3,7,0,5
637,49,2,3,7,0,7
638,49,2,3,7,0,13
639,49,2,3,7,0,7
640,49,2,3,7,0,6
641,49,2,3,7,0,4
642,49,2,3,7,0,4
643,49,2,3,7,0,6
644,49,27,3,7,0,5
645,49,27,3,7,0,11
646,49,27,3,7,0,5
647,49,27,3,7,0,4
648,49,27,3,7,0,8
649,49,27,3,7,0,5
650,49,27,3,7,0,6
651,49,58,3,7,0,5
652,49,58,3,7,0,5
653,49,58,3,7,0,4
654,49,58,3,7,0,4
655,49,58,3,7,0,4
656,49,58,3,7,0,4
657,49,58,3,7,0,4
658,49,11,3,7,0,8
659,49,11,3,7,0,9
660,49,11,3,7,0,4
661,49,11,3,7,0,4
662,49,11,3,7,0,4
663,49,11,3,7,0,4
664,49,11,3,7,0,6
665,49,71,3,7,0,4
666,49,71,3,7,0,4
667,49,71,3,7,0,7
668,49,71,3,7,0,4
669,49,71,3,7,0,5
670,49,71,3,7,0,5
671,49,71,3,7,0,5
672,49,19,3,7,0,5
673,49,19,3,7,0,4
674,49,19,3,7,0,4
675,49,19,3,7,0,4
676,49,19,3,7,0,5
677,49,19,3,7,0,4
678,49,19,3,7,0,7
679,49,17,3,7,0,6
680,49,17,3,7,0,5
681,49,17,3,7,0,6
682,49,17,3,7,0,4
683,49,17,3,7,0,5
684,49,17,3,7,0,6
685,49,17,3,7,0,4
686,49,41,3,7,0,5
687,49,41,3,7,0,5
688,49,41,3,7,0,5
689,49,41,3,7,0,4
690,49,41,3,7,0,4
691,49,41,3,7,0,4
692,49,41,3,7,0,6
693,49,69,3,7,0,6
694,49,69,3,7,0,5
695,49,69,3,7,0,6
696,49,69,3,7,0,4
697,49,69,3,7,0,4
698,49,69,3,7,0,4
699,49,69,3,7,0,4
700,49,47,3,7,0,5
701,49,47,3,7,0,4
702,49,47,3,7,0,4
703,49,47,3,7,0,4
704,49,47,3,7,0,4
705,49,47,3,7,0,4
706,49,47,3,7,0,5
707,49,45,3,7,0,5
708,49,45,3,7,0,6
709,49,45,3,7,0,6
710,49,45,3,7,0,4
711,49,45,3,7,0,5
712,49,45,3,7,0,4
713,49,45,3,7,0,5
714,54,49,3,7,0,12
715,54,49,3,7,0,14
716,54,49,3,7,0,8
717,54,49,3,7,2,10
718,54,49,3,7,0,8
719,54,49,3,7,0,14
720,54,49,3,7,0,8
721,54,24,3,7,0,4
722,54,24,3,7,0,4
723,54,24,3,7,0,5
724,54,24,3,7,0,4
725,54,24,3,7,0,4
726,54,24,3,7,0,4
727,54,24,3,7,0,4
728,54,67,3,7,0,8
729,54,67,3,7,0,4
730,54,67,3,7,0,8
731,54,67,3,7,0,5
732,54,67,3,7,0,4
733,54,67,3,7,0,4
734,54,67,3,7,0,4
735,54,44,3,7,0,4
736,54,44,3,7,0,4
737,54,44,3,7,0,4
738,54,44,3,7,0,4
739,54,44,3,7,0,4
740,54,44,3,7,0,5
741,54,44,3,7,0,4
742,54,42,3,7,0,5
743,54,42,3,7,0,4
744,54,42,3,7,0,4
745,54,42,3,7,0,4
746,54,42,3,7,0,4
747,54,42,3,7,0,4
748,54,42,3,7,0,4
749,54,43,3,7,0,4
750,54,43,3,7,0,4
751,54,43,3,7,0,4
752,54,43,3,7,0,7
753,54,43,3,7,0,5
754,54,43,3,7,0,8
755,54,43,3,7,0,7
756,54,8,3,7,2,21
757,54,8,3,7,1,10
758,54,8,3,7,0,8
759,54,8,3,7,0,7
760,54,8,3,7,0,6
761,54,8,3,7,0,6
762,54,8,3,7,0,6
763,54,6,3,7,0,6
764,54,6,3,7,0,7
765,54,6,3,7,0,8
766,54,6,3,7,0,5
767,54,6,3,7,0,7
768,54,6,3,7,0,4
769,54,6,3,7,0,4
770,54,65,3,7,0,5
771,54,65,3,7,0,6
772,54,65,3,7,0,6
773,54,65,3,7,0,5
774,54,65,3,7,0,5
775,54,65,3,7,0,4
776,54,65,3,7,0,4
777,54,13,3,7,0,9
778,54,13,3,7,0,4
779,54,13,3,7,0,5
780,54,13,3,7,0,5
781,54,13,3,7,0,4
782,54,13,3,7,0,4
783,54,13,3,7,0,4
784,54,62,3,7,0,5
785,54,62,3,7,0,8
786,54,62,3,7,0,7
787,54,62,3,7,0,4
788,54,62,3,7,0,5
789,54,62,3,7,0,6
790,54,62,3,7,0,5
791,54,50,3,7,0,8
792,54,50,3,7,0,8
793,54,50,3,7,0,12
794,54,50,3,7,0,8
795,54,50,3,7,0,8
796,54,50,3,7,0,8
797,54,50,3,7,0,8
798,54,48,3,7,0,5
799,54,48,3,7,0,4
800,54,48,3,7,0,4
801,54,48,3,7,0,4
802,54,48,3,7,0,4
803,54,48,3,7,0,4
804,54,48,3,7,0,4
805,54,51,3,7,0,8
806,54,51,3,7,0,8
807,54,51,3,7,0,7
808,54,51,3,7,0,5
809,54,51,3,7,0,4
810,54,51,3,7,0,4
811,54,51,3,7,0,4
812,54,74,3,7,0,5
813,54,74,3,7,0,4
814,54,74,3,7,0,7
815,54,74,3,7,0,4
816,54,74,3,7,0,4
817,54,74,3,7,0,4
818,54,74,3,7,0,4
819,54,73,3,7,0,5
820,54,73,3,7,0,4
821,54,73,3,7,0,8
822,54,73,3,7,0,4
823,54,73,3,7,0,5
824,54,73,3,7,0,4
825,54,73,3,7,0,5
826,54,53,3,7,0,7
827,54,53,3,7,0,4
828,54,53,3,7,0,8
829,54,53,3,7,0,6
830,54,53,3,7,0,4
831,54,53,3,7,0,4
832,54,53,3,7,0,5
833,54,18,3,7,0,7
834,54,18,3,7,1,8
835,54,18,3,7,0,4
836,54,18,3,7,0,4
837,54,18,3,7,0,4
838,54,18,3,7,0,4
839,54,18,3,7,0,5
840,54,9,3,7,0,7
841,54,9,3,7,0,6
842,54,9,3,7,0,7
843,54,9,3,7,0,6
844,54,9,3,7,0,6
845,54,9,3,7,0,4
846,54,9,3,7,0,4
847,54,56,3,7,0,10
848,54,56,3,7,0,9
849,54,56,3,7,0,6
850,54,56,3,7,0,7
851,54,56,3,7,1,8
852,54,56,3,7,0,10
853,54,56,3,7,0,7
854,54,20,3,7,0,7
855,54,20,3,7,0,7
856,54,20,3,7,0,4
857,54,20,3,7,0,4
858,54,20,3,7,0,4
859,54,20,3,7,0,4
860,54,20,3,7,0,5
861,54,68,3,7,0,4
862,54,68,3,7,0,4
863,54,68,3,7,0,4
864,54,68,3,7,0,4
865,54,68,3,7,0,4
866,54,68,3,7,0,4
867,54,68,3,7,0,4
868,54,72,3,7,0,4
869,54,72,3,7,0,5
870,54,72,3,7,0,4
871,54,72,3,7,0,4
872,54,72,3,7,0,4
873,54,72,3,7,0,8
874,54,72,3,7,0,4
875,54,3,3,7,0,6
876,54,3,3,7,0,7
877,54,3,3,7,0,7
878,54,3,3,7,0,7
879,54,3,3,7,0,7
880,54,3,3,7,1,9
881,54,3,3,7,0,7
882,54,15,3,7,0,9
883,54,15,3,7,0,7
884,54,15,3,7,0,14
885,54,15,3,7,0,7
886,54,15,3,7,0,7
887,54,15,3,7,0,6
888,54,15,3,7,0,4
889,54,26,3,7,0,7
890,54,26,3,7,1,10
891,54,26,3,7,0,8
892,54,26,3,7,1,10
893,54,26,3,7,0,9
894,54,26,3,7,1,9
895,54,26,3,7,0,8
896,54,63,3,7,0,11
897,54,63,3,7,0,11
898,54,63,3,7,0,11
899,54,63,3,7,0,9
900,54,63,3,7,0,8
901,54,63,3,7,0,7
902,54,63,3,7,0,6
903,54,40,3,7,0,6
904,54,40,3,7,0,7
905,54,40,3,7,0,8
906,54,40,3,7,0,6
907,54,40,3,7,0,6
908,54,40,3,7,0,8
909,54,40,3,7,0,6
910,54,25,3,7,0,7
911,54,25,3,7,0,6
912,54,25,3,7,0,7
913,54,25,3,7,0,6
914,54,25,3,7,0,5
915,54,25,3,7,0,7
916,54,25,3,7,0,5
917,54,64,3,7,0,4
918,54,64,3,7,0,5
919,54,64,3,7,0,6
920,54,64,3,7,0,9
921,54,64,3,7,0,5
922,54,64,3,7,0,4
923,54,64,3,7,0,4
924,54,57,3,7,0,4
925,54,57,3,7,0,4
926,54,57,3,7,0,4
927,54,57,3,7,0,4
928,54,57,3,7,0,4
929,54,57,3,7,0,5
930,54,57,3,7,0,4
931,54,10,3,7,0,8
932,54,10,3,7,0,4
933,54,10,3,7,0,4
934,54,10,3,7,0,5
935,54,10,3,7,0,4
936,54,10,3,7,0,4
937,54,10,3,7,0,4
938,54,12,3,7,0,8
939,54,12,3,7,0,7
940,54,12,3,7,1,10
941,54,12,3,7,0,5
942,54,12,3,7,0,8
943,54,12,3,7,0,8
944,54,12,3,7,0,4
945,54,7,3,7,0,5
946,54,7,3,7,0,8
947,54,7,3,7,0,4
948,54,7,3,7,0,4
949,54,7,3,7,0,4
950,54,7,3,7,0,4
951,54,7,3,7,0,5
952,54,52,3,7,0,5
953,54,52,3,7,0,7
954,54,52,3,7,0,7
955,54,52,3,7,0,5
956,54,52,3,7,0,4
957,54,52,3,7,0,5
958,54,52,3,7,0,4
959,54,55,3,7,0,7
960,54,55,3,7,0,8
961,54,55,3,7,0,9
962,54,55,3,7,0,8
963,54,55,3,7,0,9
964,54,55,3,7,0,6
965,54,55,3,7,0,5
966,54,1,3,7,0,4
967,54,1,3,7,0,5
968,54,1,3,7,0,5
969,54,1,3,7,0,6
970,54,1,3,7,0,6
971,54,1,3,7,0,5
972,54,1,3,7,0,4
973,54,70,3,7,0,5
974,54,70,3,7,0,4
975,54,70,3,7,0,5
976,54,70,3,7,0,4
977,54,70,3,7,0,4
978,54,70,3,7,0,4
979,54,70,3,7,0,5
980,54,66,3,7,0,6
981,54,66,3,7,0,5
982,54,66,3,7,0,6
983,54,66,3,7,0,5
984,54,66,3,7,0,4
985,54,66,3,7,0,7
986,54,66,3,7,0,5
987,54,61,3,7,0,8
988,54,61,3,7,0,7
989,54,61,3,7,0,7
990,54,61,3,7,0,7
991,54,61,3,7,1,14
992,54,61,3,7,0,6
993,54,61,3,7,0,5
994,54,2,3,7,0,7
