"","section","id","id_attack","acc"
"8021",6,48,9,0.25
"8022",7,48,9,0.25
"8023",1,48,25,0.142857142857143
"8024",2,48,25,0.333333333333333
"8025",3,48,25,0.142857142857143
"8026",4,48,25,0.166666666666667
"8027",5,48,25,0.2
"8028",6,48,25,0.142857142857143
"8029",7,48,25,0
"8030",1,48,20,0.142857142857143
"8031",2,48,20,0.285714285714286
"8032",3,48,20,0
"8033",4,48,20,0.25
"8034",5,48,20,0.5
"8035",6,48,20,0
"8036",7,48,20,0
"8037",1,48,17,0.333333333333333
"8038",2,48,17,0
"8039",3,48,17,0.166666666666667
"8040",4,48,17,0.25
"8041",5,48,17,0.2
"8042",6,48,17,0.333333333333333
"8043",7,48,17,0.5
"8044",1,48,51,0
"8045",2,48,51,0
"8046",3,48,51,0
"8047",4,48,51,0.4
"8048",5,48,51,0.75
"8049",6,48,51,0.5
"8050",7,48,51,0.25
"8051",1,48,55,0
"8052",2,48,55,0
"8053",3,48,55,0
"8054",4,48,55,0.125
"8055",5,48,55,0.111111111111111
"8056",6,48,55,0
"8057",7,48,55,0
"8058",1,48,64,0.25
"8059",2,48,64,0.4
"8060",3,48,64,0.5
"8061",4,48,64,0.222222222222222
"8062",5,48,64,0.6
"8063",6,48,64,0.5
"8064",7,48,64,1
"8065",1,48,72,0
"8066",2,48,72,0.4
"8067",3,48,72,0.25
"8068",4,48,72,0.25
"8069",5,48,72,0.75
"8070",6,48,72,0.25
"8071",7,48,72,0.75
"8072",1,48,43,0.5
"8073",2,48,43,0.5
"8074",3,48,43,0.5
"8075",4,48,43,0
"8076",5,48,43,0.4
"8077",6,48,43,0
"8078",7,48,43,0
"8079",1,48,1,0.5
"8080",2,48,1,0.4
"8081",3,48,1,0.2
"8082",4,48,1,0
"8083",5,48,1,0.5
"8084",6,48,1,0.2
"8085",7,48,1,0.5
"8086",1,48,18,0.142857142857143
"8087",2,48,18,0
"8088",3,48,18,0.25
"8089",4,48,18,0.5
"8090",5,48,18,0.5
"8091",6,48,18,0.5
"8092",7,48,18,0.4
"8093",1,48,53,0.142857142857143
"8094",2,48,53,0.25
"8095",3,48,53,0.125
"8096",4,48,53,0.166666666666667
"8097",5,48,53,0.5
"8098",6,48,53,0
"8099",7,48,53,0.4
"8100",1,48,52,0.2
"8101",2,48,52,0.428571428571429
"8102",3,48,52,0.285714285714286
"8103",4,48,52,0
"8104",5,48,52,0.25
"8105",6,48,52,0.4
"8106",7,48,52,0.5
"8107",1,48,2,0
"8108",2,48,2,0
"8109",3,48,2,0
"8110",4,48,2,0
"8111",5,48,2,0
"8112",6,48,2,0.25
"8113",7,48,2,0
"8114",1,48,61,0
"8115",2,48,61,0.571428571428571
"8116",3,48,61,0
"8117",4,48,61,0.142857142857143
"8118",5,48,61,0.214285714285714
"8119",6,48,61,0
"8120",7,48,61,0
"8121",1,48,74,0.6
"8122",2,48,74,0.25
"8123",3,48,74,0.285714285714286
"8124",4,48,74,0.75
"8125",5,48,74,0
"8126",6,48,74,0.75
"8127",7,48,74,0.75
"8128",1,48,63,0
"8129",2,48,63,0.181818181818182
"8130",3,48,63,0.272727272727273
"8131",4,48,63,0.111111111111111
"8132",5,48,63,0
"8133",6,48,63,0.142857142857143
"8134",7,48,63,0.333333333333333
"8135",1,48,57,0.25
"8136",2,48,57,0
"8137",3,48,57,0.25
"8138",4,48,57,0.5
"8139",5,48,57,0.25
"8140",6,48,57,0.4
"8141",7,48,57,0
"8142",1,48,71,0.5
"8143",2,48,71,0.5
"8144",3,48,71,0.428571428571429
"8145",4,48,71,0.75
"8146",5,48,71,0.4
"8147",6,48,71,0.2
"8148",7,48,71,0.2
"8149",1,48,56,0
"8150",2,48,56,0
"8151",3,48,56,0.5
"8152",4,48,56,0
"8153",5,48,56,0.125
"8154",6,48,56,0
"8155",7,48,56,0
"8156",1,48,15,0.222222222222222
"8157",2,48,15,0
"8158",3,48,15,0.142857142857143
"8159",4,48,15,0.142857142857143
"8160",5,48,15,0.142857142857143
"8161",6,48,15,0.166666666666667
"8162",7,48,15,0.25
"8163",1,48,13,0.111111111111111
"8164",2,48,13,0.25
"8165",3,48,13,0.2
"8166",4,48,13,0.4
"8167",5,48,13,0.5
"8168",6,48,13,0.5
"8169",7,48,13,0.25
"8170",1,48,65,0.6
"8171",2,48,65,0.333333333333333
"8172",3,48,65,0.5
"8173",4,48,65,0
"8174",5,48,65,0.4
"8175",6,48,65,0.5
"8176",7,48,65,0.5
"8177",1,48,11,0.125
"8178",2,48,11,0.111111111111111
"8179",3,48,11,0.5
"8180",4,48,11,0.25
"8181",5,48,11,0
"8182",6,48,11,0.25
"8183",7,48,11,0.333333333333333
"8184",1,48,45,0.4
"8185",2,48,45,0.333333333333333
"8186",3,48,45,0.333333333333333
"8187",4,48,45,0.25
"8188",5,48,45,0.4
"8189",6,48,45,0.5
"8190",7,48,45,0.4
"8191",1,48,54,0.142857142857143
"8192",2,48,54,0.111111111111111
"8193",3,48,54,0.333333333333333
"8194",4,48,54,0
"8195",5,48,54,0.6
"8196",6,48,54,0.333333333333333
"8197",7,48,54,0.333333333333333
"8198",1,48,3,0
"8199",2,48,3,0
"8200",3,48,3,0
"8201",4,48,3,0
"8202",5,48,3,0
"8203",6,48,3,0
"8204",7,48,3,0
"8205",1,48,49,0
"8206",2,48,49,0.142857142857143
"8207",3,48,49,0.5
"8208",4,48,49,0.4
"8209",5,48,49,0.25
"8210",6,48,49,0.285714285714286
"8211",7,48,49,0.5
"8212",1,8,24,0.5
"8213",2,8,24,0.5
"8214",3,8,24,0.4
"8215",4,8,24,0.5
"8216",5,8,24,0.5
"8217",6,8,24,0.75
"8218",7,8,24,0
"8219",1,8,7,0.4
"8220",2,8,7,0.375
"8221",3,8,7,0.5
"8222",4,8,7,0.5
"8223",5,8,7,0.5
"8224",6,8,7,0.75
"8225",7,8,7,0.8
"8226",1,8,40,0.333333333333333
"8227",2,8,40,0.571428571428571
"8228",3,8,40,0.625
"8229",4,8,40,0.833333333333333
"8230",5,8,40,0.666666666666667
"8231",6,8,40,0.75
"8232",7,8,40,0.666666666666667
"8233",1,8,67,0.625
"8234",2,8,67,1
"8235",3,8,67,0.875
"8236",4,8,67,0.8
"8237",5,8,67,1
"8238",6,8,67,0.75
"8239",7,8,67,1
"8240",1,8,50,0.5
"8241",2,8,50,1
"8242",3,8,50,0.5
"8243",4,8,50,0.5
"8244",5,8,50,0.75
"8245",6,8,50,0.75
"8246",7,8,50,0.75
"8247",1,8,6,0.5
"8248",2,8,6,0.285714285714286
"8249",3,8,6,0.375
"8250",4,8,6,0.6
"8251",5,8,6,0.428571428571429
"8252",6,8,6,0.75
"8253",7,8,6,0.5
"8254",1,8,58,0.8
"8255",2,8,58,0.6
"8256",3,8,58,0.75
"8257",4,8,58,0.75
"8258",5,8,58,0.75
"8259",6,8,58,1
"8260",7,8,58,0.75
"8261",1,8,66,0.666666666666667
"8262",2,8,66,0.6
"8263",3,8,66,0.833333333333333
"8264",4,8,66,1
"8265",5,8,66,0.75
"8266",6,8,66,0.714285714285714
"8267",7,8,66,1
"8268",1,8,47,0.6
"8269",2,8,47,1
"8270",3,8,47,1
"8271",4,8,47,1
"8272",5,8,47,0.75
"8273",6,8,47,1
"8274",7,8,47,1
"8275",1,8,19,0.6
"8276",2,8,19,0.5
"8277",3,8,19,0.5
"8278",4,8,19,0.5
"8279",5,8,19,0.4
"8280",6,8,19,0.5
"8281",7,8,19,0.571428571428571
"8282",1,8,27,0.8
"8283",2,8,27,0.363636363636364
"8284",3,8,27,0.8
"8285",4,8,27,0.75
"8286",5,8,27,0.375
"8287",6,8,27,0.8
"8288",7,8,27,0.833333333333333
"8289",1,8,26,0.714285714285714
"8290",2,8,26,0.3
"8291",3,8,26,0.375
"8292",4,8,26,0.3
"8293",5,8,26,0.111111111111111
"8294",6,8,26,0.333333333333333
"8295",7,8,26,0.375
"8296",1,8,62,0.8
"8297",2,8,62,0.25
"8298",3,8,62,0.285714285714286
"8299",4,8,62,0.75
"8300",5,8,62,1
"8301",6,8,62,0.666666666666667
"8302",7,8,62,0.8
"8303",1,8,68,0.5
"8304",2,8,68,1
"8305",3,8,68,1
"8306",4,8,68,0.5
"8307",5,8,68,1
"8308",6,8,68,1
"8309",7,8,68,1
"8310",1,8,42,1
"8311",2,8,42,0.75
"8312",3,8,42,1
"8313",4,8,42,0.5
"8314",5,8,42,0.75
"8315",6,8,42,1
"8316",7,8,42,0.75
"8317",1,8,12,0.25
"8318",2,8,12,0.571428571428571
"8319",3,8,12,0.3
"8320",4,8,12,0.4
"8321",5,8,12,0.625
"8322",6,8,12,0.375
"8323",7,8,12,0.5
"8324",1,8,69,0.333333333333333
"8325",2,8,69,1
"8326",3,8,69,0.5
"8327",4,8,69,0.5
"8328",5,8,69,0.5
"8329",6,8,69,0.5
"8330",7,8,69,0.75
"8331",1,8,73,0.6
"8332",2,8,73,0.75
"8333",3,8,73,0.375
"8334",4,8,73,1
"8335",5,8,73,0.8
"8336",6,8,73,0.75
"8337",7,8,73,0.8
"8338",1,8,44,1
"8339",2,8,44,1
"8340",3,8,44,0.75
"8341",4,8,44,1
"8342",5,8,44,0.75
"8343",6,8,44,0.4
"8344",7,8,44,1
"8345",1,8,10,0.375
"8346",2,8,10,0.75
"8347",3,8,10,0.5
"8348",4,8,10,0.8
"8349",5,8,10,0.5
"8350",6,8,10,0.75
"8351",7,8,10,0.75
"8352",1,8,41,0.8
"8353",2,8,41,0.8
"8354",3,8,41,0.6
"8355",4,8,41,1
"8356",5,8,41,1
"8357",6,8,41,0.5
"8358",7,8,41,0.333333333333333
"8359",1,8,70,0.6
"8360",2,8,70,1
"8361",3,8,70,0.6
"8362",4,8,70,0.75
"8363",5,8,70,0.75
"8364",6,8,70,1
"8365",7,8,70,1
"8366",1,8,48,0.6
"8367",2,8,48,1
"8368",3,8,48,0.75
"8369",4,8,48,0.75
"8370",5,8,48,1
"8371",6,8,48,0.75
"8372",7,8,48,1
"8373",1,8,9,0.428571428571429
"8374",2,8,9,0.666666666666667
"8375",3,8,9,0.285714285714286
"8376",4,8,9,0.333333333333333
"8377",5,8,9,0.5
"8378",6,8,9,0.5
"8379",7,8,9,0.5
"8380",1,8,25,0.714285714285714
"8381",2,8,25,0.333333333333333
"8382",3,8,25,0.285714285714286
"8383",4,8,25,0.333333333333333
"8384",5,8,25,0.6
"8385",6,8,25,0.428571428571429
"8386",7,8,25,0.4
"8387",1,8,20,0.571428571428571
"8388",2,8,20,0.571428571428571
"8389",3,8,20,0.5
"8390",4,8,20,0.75
"8391",5,8,20,0.5
"8392",6,8,20,0.75
"8393",7,8,20,0.6
"8394",1,8,17,0.666666666666667
"8395",2,8,17,0.4
"8396",3,8,17,0.333333333333333
"8397",4,8,17,0.75
"8398",5,8,17,0.4
"8399",6,8,17,0.666666666666667
"8400",7,8,17,0.5
"8401",1,8,51,0.25
"8402",2,8,51,0.375
"8403",3,8,51,0.285714285714286
"8404",4,8,51,0.6
"8405",5,8,51,1
"8406",6,8,51,0.75
"8407",7,8,51,1
"8408",1,8,55,0.428571428571429
"8409",2,8,55,0.625
"8410",3,8,55,0.666666666666667
"8411",4,8,55,0.625
"8412",5,8,55,0.444444444444444
"8413",6,8,55,0.333333333333333
"8414",7,8,55,0.6
"8415",1,8,64,0.5
"8416",2,8,64,1
"8417",3,8,64,0.833333333333333
"8418",4,8,64,0.777777777777778
"8419",5,8,64,0.6
"8420",6,8,64,0.75
"8421",7,8,64,1
"8422",1,8,72,0.5
"8423",2,8,72,0.6
"8424",3,8,72,0.75
"8425",4,8,72,0.5
"8426",5,8,72,1
"8427",6,8,72,0.5
"8428",7,8,72,1
"8429",1,8,43,1
"8430",2,8,43,0.5
"8431",3,8,43,0.5
"8432",4,8,43,0.857142857142857
"8433",5,8,43,0.8
"8434",6,8,43,0.25
"8435",7,8,43,0.571428571428571
"8436",1,8,1,0.75
"8437",2,8,1,0.8
"8438",3,8,1,0.6
"8439",4,8,1,0.666666666666667
"8440",5,8,1,0.5
"8441",6,8,1,0.8
"8442",7,8,1,0.5
"8443",1,8,18,0.285714285714286
"8444",2,8,18,0.625
"8445",3,8,18,0.75
"8446",4,8,18,0.75
"8447",5,8,18,0.75
"8448",6,8,18,0.5
"8449",7,8,18,0.4
"8450",1,8,53,0.571428571428571
"8451",2,8,53,0.75
"8452",3,8,53,0.625
"8453",4,8,53,0.666666666666667
"8454",5,8,53,1
"8455",6,8,53,0.5
"8456",7,8,53,0.8
"8457",1,8,52,0.6
"8458",2,8,52,0.571428571428571
"8459",3,8,52,0.571428571428571
"8460",4,8,52,0.4
"8461",5,8,52,0.5
"8462",6,8,52,0.6
"8463",7,8,52,0.5
"8464",1,8,2,0.285714285714286
"8465",2,8,2,0.461538461538462
"8466",3,8,2,0.285714285714286
"8467",4,8,2,0.666666666666667
"8468",5,8,2,0.5
"8469",6,8,2,0.75
"8470",7,8,2,0.333333333333333
"8471",1,8,61,0.375
"8472",2,8,61,0.571428571428571
"8473",3,8,61,0.285714285714286
"8474",4,8,61,0.714285714285714
"8475",5,8,61,0.928571428571429
"8476",6,8,61,0.666666666666667
"8477",7,8,61,1
"8478",1,8,74,0.6
"8479",2,8,74,0.5
"8480",3,8,74,0.571428571428571
"8481",4,8,74,0.75
"8482",5,8,74,0.5
"8483",6,8,74,0.75
"8484",7,8,74,1
"8485",1,8,63,0.545454545454545
"8486",2,8,63,0.545454545454545
"8487",3,8,63,0.636363636363636
"8488",4,8,63,0.555555555555556
"8489",5,8,63,0.5
"8490",6,8,63,0.571428571428571
"8491",7,8,63,0.833333333333333
"8492",1,8,57,0.75
"8493",2,8,57,0.5
"8494",3,8,57,0.5
"8495",4,8,57,0.75
"8496",5,8,57,0.75
"8497",6,8,57,0.6
"8498",7,8,57,0.5
"8499",1,8,71,0.75
"8500",2,8,71,1
"8501",3,8,71,0.714285714285714
"8502",4,8,71,0.75
"8503",5,8,71,0.6
"8504",6,8,71,0.6
"8505",7,8,71,0.4
"8506",1,8,56,0.5
"8507",2,8,56,0.444444444444444
"8508",3,8,56,0.833333333333333
"8509",4,8,56,0.428571428571429
"8510",5,8,56,0.75
"8511",6,8,56,0.4
"8512",7,8,56,0.285714285714286
"8513",1,8,15,0.555555555555556
"8514",2,8,15,0.428571428571429
"8515",3,8,15,0.642857142857143
"8516",4,8,15,0.285714285714286
"8517",5,8,15,0.428571428571429
"8518",6,8,15,0.166666666666667
"8519",7,8,15,0.5
"8520",1,8,13,0.444444444444444
"8521",2,8,13,0.75
"8522",3,8,13,0.6
"8523",4,8,13,0.6
"8524",5,8,13,0.75
"8525",6,8,13,1
"8526",7,8,13,0.5
"8527",1,8,65,0.8
"8528",2,8,65,0.666666666666667
"8529",3,8,65,0.666666666666667
"8530",4,8,65,0.6
"8531",5,8,65,0.6
"8532",6,8,65,0.75
"8533",7,8,65,1
"8534",1,8,11,0.5
"8535",2,8,11,0.444444444444444
"8536",3,8,11,0.5
"8537",4,8,11,0.75
"8538",5,8,11,0.25
"8539",6,8,11,0.75
"8540",7,8,11,0.666666666666667
"8541",1,8,45,0.6
"8542",2,8,45,0.666666666666667
"8543",3,8,45,0.5
"8544",4,8,45,0.5
"8545",5,8,45,1
"8546",6,8,45,0.5
"8547",7,8,45,0.8
"8548",1,8,54,0.428571428571429
"8549",2,8,54,0.555555555555556
"8550",3,8,54,0.666666666666667
"8551",4,8,54,0.666666666666667
"8552",5,8,54,0.8
"8553",6,8,54,0.5
"8554",7,8,54,0.666666666666667
"8555",1,8,3,0.333333333333333
"8556",2,8,3,0.285714285714286
"8557",3,8,3,0.285714285714286
"8558",4,8,3,0.285714285714286
"8559",5,8,3,0.285714285714286
"8560",6,8,3,0.333333333333333
"8561",7,8,3,0.285714285714286
"8562",1,8,49,0.333333333333333
"8563",2,8,49,0.285714285714286
"8564",3,8,49,1
"8565",4,8,49,1
"8566",5,8,49,0.5
"8567",6,8,49,0.857142857142857
"8568",7,8,49,1
"8569",1,9,24,0.25
"8570",2,9,24,0.25
"8571",3,9,24,0.2
"8572",4,9,24,0.25
"8573",5,9,24,0.25
"8574",6,9,24,0.25
"8575",7,9,24,0
"8576",1,9,7,0.2
"8577",2,9,7,0.125
"8578",3,9,7,0.25
"8579",4,9,7,0.5
"8580",5,9,7,0.25
"8581",6,9,7,0.25
"8582",7,9,7,0.4
"8583",1,9,40,0.333333333333333
"8584",2,9,40,0.285714285714286
"8585",3,9,40,0.375
"8586",4,9,40,0.333333333333333
"8587",5,9,40,0.5
"8588",6,9,40,0.375
"8589",7,9,40,0.333333333333333
"8590",1,9,67,0.375
"8591",2,9,67,0
"8592",3,9,67,0.25
"8593",4,9,67,0
"8594",5,9,67,0
"8595",6,9,67,0
"8596",7,9,67,0.25
"8597",1,9,50,0.25
"8598",2,9,50,0.25
"8599",3,9,50,0.5
"8600",4,9,50,0.25
"8601",5,9,50,0.5
"8602",6,9,50,0
"8603",7,9,50,0.25
"8604",1,9,6,0.333333333333333
"8605",2,9,6,0.142857142857143
"8606",3,9,6,0.125
"8607",4,9,6,0.4
"8608",5,9,6,0
"8609",6,9,6,0.25
"8610",7,9,6,0.5
"8611",1,9,58,0.2
"8612",2,9,58,0.4
"8613",3,9,58,0.25
"8614",4,9,58,0.25
"8615",5,9,58,0.5
"8616",6,9,58,0.25
"8617",7,9,58,0
"8618",1,9,66,0
"8619",2,9,66,0
"8620",3,9,66,0.333333333333333
"8621",4,9,66,0.2
"8622",5,9,66,0
"8623",6,9,66,0.285714285714286
"8624",7,9,66,0.6
"8625",1,9,47,0.4
"8626",2,9,47,0
"8627",3,9,47,0.25
"8628",4,9,47,0.25
"8629",5,9,47,0
"8630",6,9,47,0.25
"8631",7,9,47,0.2
"8632",1,9,19,0.4
"8633",2,9,19,0.5
"8634",3,9,19,0.25
"8635",4,9,19,0.25
"8636",5,9,19,0.4
"8637",6,9,19,0.25
"8638",7,9,19,0.285714285714286
"8639",1,9,27,0.4
"8640",2,9,27,0.0909090909090909
"8641",3,9,27,0.4
"8642",4,9,27,0.25
"8643",5,9,27,0.375
"8644",6,9,27,0.6
"8645",7,9,27,0.166666666666667
"8646",1,9,26,0.285714285714286
"8647",2,9,26,0.4
"8648",3,9,26,0.125
"8649",4,9,26,0.3
"8650",5,9,26,0.111111111111111
"8651",6,9,26,0.222222222222222
"8652",7,9,26,0.375
"8653",1,9,62,0.4
"8654",2,9,62,0
"8655",3,9,62,0
"8656",4,9,62,0.75
"8657",5,9,62,0.8
"8658",6,9,62,0.333333333333333
"8659",7,9,62,0.4
"8660",1,9,68,0.25
"8661",2,9,68,0.25
"8662",3,9,68,0.75
"8663",4,9,68,0.5
"8664",5,9,68,0.25
"8665",6,9,68,0.5
"8666",7,9,68,0.5
"8667",1,9,42,0.2
"8668",2,9,42,0
"8669",3,9,42,0.25
"8670",4,9,42,0.25
"8671",5,9,42,0.25
"8672",6,9,42,0
"8673",7,9,42,0.25
"8674",1,9,12,0.125
"8675",2,9,12,0.285714285714286
"8676",3,9,12,0.1
"8677",4,9,12,0.2
"8678",5,9,12,0.25
"8679",6,9,12,0.375
"8680",7,9,12,0.5
"8681",1,9,69,0
"8682",2,9,69,0.2
"8683",3,9,69,0
"8684",4,9,69,0.25
"8685",5,9,69,0.25
"8686",6,9,69,0.25
"8687",7,9,69,0.25
"8688",1,9,73,0
"8689",2,9,73,0.25
"8690",3,9,73,0.25
"8691",4,9,73,0.5
"8692",5,9,73,0.2
"8693",6,9,73,0.25
"8694",7,9,73,0.2
"8695",1,9,44,0
"8696",2,9,44,0.25
"8697",3,9,44,0
"8698",4,9,44,0
"8699",5,9,44,0
"8700",6,9,44,0.2
"8701",7,9,44,0.25
"8702",1,9,10,0.125
"8703",2,9,10,0.25
"8704",3,9,10,0.25
"8705",4,9,10,0.4
"8706",5,9,10,0.25
"8707",6,9,10,0.25
"8708",7,9,10,0.25
"8709",1,9,41,0.2
"8710",2,9,41,0.4
"8711",3,9,41,0.2
"8712",4,9,41,0.25
"8713",5,9,41,0
"8714",6,9,41,0.25
"8715",7,9,41,0.333333333333333
"8716",1,9,70,0.2
"8717",2,9,70,0
"8718",3,9,70,0.2
"8719",4,9,70,0.25
"8720",5,9,70,0.25
"8721",6,9,70,0
"8722",7,9,70,0.2
"8723",1,9,48,0.4
"8724",2,9,48,0.25
"8725",3,9,48,0.25
"8726",4,9,48,0.5
"8727",5,9,48,0.25
"8728",6,9,48,0.25
"8729",7,9,48,0.5
"8730",1,9,8,0.333333333333333
"8731",2,9,8,0.1
"8732",3,9,8,0.125
"8733",4,9,8,0
"8734",5,9,8,0.166666666666667
"8735",6,9,8,0.166666666666667
"8736",7,9,8,0
"8737",1,9,25,0.285714285714286
"8738",2,9,25,0.166666666666667
"8739",3,9,25,0.428571428571429
"8740",4,9,25,0
"8741",5,9,25,0.2
"8742",6,9,25,0.428571428571429
"8743",7,9,25,0
"8744",1,9,20,0.428571428571429
"8745",2,9,20,0.428571428571429
"8746",3,9,20,0.25
"8747",4,9,20,0.25
"8748",5,9,20,0.25
"8749",6,9,20,0
"8750",7,9,20,0.2
"8751",1,9,17,0.5
"8752",2,9,17,0.2
"8753",3,9,17,0.333333333333333
"8754",4,9,17,0.5
"8755",5,9,17,0.4
"8756",6,9,17,0.5
"8757",7,9,17,0
"8758",1,9,51,0.125
"8759",2,9,51,0.25
"8760",3,9,51,0.142857142857143
"8761",4,9,51,0.6
"8762",5,9,51,0.5
"8763",6,9,51,0.25
"8764",7,9,51,0.5
"8765",1,9,55,0.142857142857143
"8766",2,9,55,0.125
"8767",3,9,55,0.555555555555556
"8768",4,9,55,0
"8769",5,9,55,0.111111111111111
"8770",6,9,55,0.166666666666667
"8771",7,9,55,0.2
"8772",1,9,64,0.5
"8773",2,9,64,0.4
"8774",3,9,64,0.333333333333333
"8775",4,9,64,0.333333333333333
"8776",5,9,64,0.4
"8777",6,9,64,0
"8778",7,9,64,0.25
"8779",1,9,72,0
"8780",2,9,72,0
"8781",3,9,72,0
"8782",4,9,72,0.25
"8783",5,9,72,0.25
"8784",6,9,72,0.25
"8785",7,9,72,0
"8786",1,9,43,0.5
"8787",2,9,43,0.5
"8788",3,9,43,0.5
"8789",4,9,43,0.714285714285714
"8790",5,9,43,0.6
"8791",6,9,43,0.25
"8792",7,9,43,0.571428571428571
"8793",1,9,1,0.5
"8794",2,9,1,0.4
"8795",3,9,1,0.4
"8796",4,9,1,0.166666666666667
"8797",5,9,1,0.5
"8798",6,9,1,0.6
"8799",7,9,1,0.5
"8800",1,9,18,0.142857142857143
"8801",2,9,18,0.25
"8802",3,9,18,0.25
"8803",4,9,18,0.5
"8804",5,9,18,0.25
"8805",6,9,18,0
"8806",7,9,18,0.6
"8807",1,9,53,0.285714285714286
"8808",2,9,53,0.25
"8809",3,9,53,0.625
"8810",4,9,53,0.333333333333333
"8811",5,9,53,0.5
"8812",6,9,53,0.5
"8813",7,9,53,0.8
"8814",1,9,52,0.4
"8815",2,9,52,0.428571428571429
"8816",3,9,52,0.714285714285714
"8817",4,9,52,0
"8818",5,9,52,0.25
"8819",6,9,52,0
"8820",7,9,52,0.25
"8821",1,9,2,0
"8822",2,9,2,0.0769230769230769
"8823",3,9,2,0
"8824",4,9,2,0.333333333333333
"8825",5,9,2,0.5
"8826",6,9,2,0.25
"8827",7,9,2,0
"8828",1,9,61,0.25
"8829",2,9,61,0.285714285714286
"8830",3,9,61,0
"8831",4,9,61,0.428571428571429
"8832",5,9,61,0.571428571428571
"8833",6,9,61,0.666666666666667
"8834",7,9,61,0.2
"8835",1,9,74,0.6
"8836",2,9,74,0.25
"8837",3,9,74,0.142857142857143
"8838",4,9,74,0
"8839",5,9,74,0
"8840",6,9,74,0.25
"8841",7,9,74,0.25
"8842",1,9,63,0.181818181818182
"8843",2,9,63,0.181818181818182
"8844",3,9,63,0.363636363636364
"8845",4,9,63,0
"8846",5,9,63,0.25
"8847",6,9,63,0.142857142857143
"8848",7,9,63,0.5
"8849",1,9,57,0.25
"8850",2,9,57,0.25
"8851",3,9,57,0.25
"8852",4,9,57,0.5
"8853",5,9,57,0.25
"8854",6,9,57,0.2
"8855",7,9,57,0
"8856",1,9,71,0.5
"8857",2,9,71,0
"8858",3,9,71,0.142857142857143
"8859",4,9,71,0.5
"8860",5,9,71,0.6
"8861",6,9,71,0.2
"8862",7,9,71,0.4
"8863",1,9,56,0.2
"8864",2,9,56,0.111111111111111
"8865",3,9,56,0.666666666666667
"8866",4,9,56,0.285714285714286
"8867",5,9,56,0.5
"8868",6,9,56,0.4
"8869",7,9,56,0
"8870",1,9,15,0.555555555555556
"8871",2,9,15,0.142857142857143
"8872",3,9,15,0.142857142857143
"8873",4,9,15,0.142857142857143
"8874",5,9,15,0.571428571428571
"8875",6,9,15,0.166666666666667
"8876",7,9,15,0.25
"8877",1,9,13,0.333333333333333
"8878",2,9,13,0.25
"8879",3,9,13,0.4
"8880",4,9,13,0.4
"8881",5,9,13,0.25
"8882",6,9,13,0.25
"8883",7,9,13,0.25
"8884",1,9,65,0.4
"8885",2,9,65,0.333333333333333
"8886",3,9,65,0.5
"8887",4,9,65,0
"8888",5,9,65,0.2
"8889",6,9,65,0.25
"8890",7,9,65,0.5
"8891",1,9,11,0.625
"8892",2,9,11,0.222222222222222
"8893",3,9,11,0.25
"8894",4,9,11,0.25
"8895",5,9,11,0.25
"8896",6,9,11,0.5
"8897",7,9,11,0.166666666666667
"8898",1,9,45,0.4
"8899",2,9,45,0
"8900",3,9,45,0.333333333333333
"8901",4,9,45,0.25
"8902",5,9,45,0.2
"8903",6,9,45,0.25
"8904",7,9,45,0.2
"8905",1,9,54,0.142857142857143
"8906",2,9,54,0.111111111111111
"8907",3,9,54,0.666666666666667
"8908",4,9,54,0.166666666666667
"8909",5,9,54,0.4
"8910",6,9,54,0.166666666666667
"8911",7,9,54,0.333333333333333
"8912",1,9,3,0
"8913",2,9,3,0
"8914",3,9,3,0.142857142857143
"8915",4,9,3,0
"8916",5,9,3,0.142857142857143
"8917",6,9,3,0.111111111111111
"8918",7,9,3,0
"8919",1,9,49,0
"8920",2,9,49,0
"8921",3,9,49,0.25
"8922",4,9,49,0.2
"8923",5,9,49,0.25
"8924",6,9,49,0.285714285714286
"8925",7,9,49,0
"8926",1,25,24,0
"8927",2,25,24,0
"8928",3,25,24,0.4
"8929",4,25,24,0.25
"8930",5,25,24,0.25
"8931",6,25,24,0.25
"8932",7,25,24,0.25
"8933",1,25,7,0.2
"8934",2,25,7,0.375
"8935",3,25,7,0.25
"8936",4,25,7,0.25
"8937",5,25,7,0.5
"8938",6,25,7,0
"8939",7,25,7,0.6
"8940",1,25,40,0.333333333333333
"8941",2,25,40,0.142857142857143
"8942",3,25,40,0.375
"8943",4,25,40,0.5
"8944",5,25,40,0.333333333333333
"8945",6,25,40,0.25
"8946",7,25,40,0.5
"8947",1,25,67,0.5
"8948",2,25,67,0.25
"8949",3,25,67,0.75
"8950",4,25,67,0.4
"8951",5,25,67,0.75
"8952",6,25,67,0.5
"8953",7,25,67,0.75
"8954",1,25,50,0.25
"8955",2,25,50,0.75
"8956",3,25,50,0.333333333333333
"8957",4,25,50,0.75
"8958",5,25,50,0.5
"8959",6,25,50,0.75
"8960",7,25,50,0.5
"8961",1,25,6,0
"8962",2,25,6,0.142857142857143
"8963",3,25,6,0.125
"8964",4,25,6,0.4
"8965",5,25,6,0.428571428571429
"8966",6,25,6,0.5
"8967",7,25,6,0.5
"8968",1,25,58,0
"8969",2,25,58,0.6
"8970",3,25,58,0.5
"8971",4,25,58,0.25
"8972",5,25,58,0.5
"8973",6,25,58,0.5
"8974",7,25,58,0.5
"8975",1,25,66,0.666666666666667
"8976",2,25,66,0.4
"8977",3,25,66,0.666666666666667
