60;1;5;1;5;0.08058608;128.0;38.0;48222279
60;1;5;2;5;0.024908427;128.0;38.0;48222367
60;1;5;1;4;0.081562884;95.0;50.0;48222639
60;1;5;2;4;0.024175826;95.0;50.0;48222730
60;1;5;1;8;0.08449329;98.0;51.0;48224569
60;1;5;3;8;0.03833944;98.0;49.5;48224638
60;1;5;2;8;0.03833944;98.0;50.0;48224650
60;1;5;1;3;0.094505504;127.0;35.0;48224863
60;1;5;3;3;0.096947506;126.55362;35.0;48224875
60;1;5;3;3;0.09768011;126.0;35.0;48224892
60;1;5;3;3;0.02759463;123.0;35.0;48224958
60;1;5;2;3;0.02759463;124.0;35.0;48224971
60;1;5;1;1;0.10036631;123.0;47.0;48225776
60;1;5;2;1;0.03931624;123.0;47.0;48225866
60;1;5;1;7;0.082539685;88.0;38.0;48226204
60;1;5;2;7;0.043711845;88.0;38.0;48226285
60;1;5;1;9;0.06788767;95.0;27.0;48226927
60;1;5;2;9;0.036141638;95.0;27.0;48227007
60;1;5;1;0;0.08766789;64.0;47.0;48227459
60;1;5;3;0;0.08815629;63.0;47.0;48227474
60;1;5;2;0;0.035897437;63.0;47.0;48227549
60;1;5;1;OK;0.06715507;74.0;48.0;48228165
60;1;5;2;OK;0.025641028;74.0;48.0;48228246
61;1;5;1;5;0.095970705;94.0;29.0;55356241
61;1;5;2;5;0.03760684;94.0;29.0;55356298
61;1;5;1;4;0.08937729;66.0;46.0;55356520
61;1;5;3;4;0.043223444;64.5;46.0;55356590
61;1;5;2;4;0.043223444;65.0;46.0;55356603
61;1;5;1;8;0.08669109;101.0;48.0;55356750
61;1;5;2;8;0.023687426;101.0;48.0;55356807
61;1;5;1;3;0.10012211;105.0;49.0;55358503
61;1;5;2;3;0.022466423;105.0;49.0;55358602
61;1;5;1;1;0.093528695;78.0;40.0;55358816
61;1;5;3;1;0.0940171;78.0;38.74292;55358827
61;1;5;3;1;0.022710623;78.0;40.40576;55358877
61;1;5;2;1;0.022710623;78.0;40.0;55358890
61;1;5;1;7;0.08498169;74.0;51.0;55359514
61;1;5;3;7;0.08644689;74.0;50.0;55359526
61;1;5;2;7;0.04029304;74.0;50.0;55359596
61;1;5;1;9;0.083028086;73.0;45.0;55359694
61;1;5;2;9;0.035897437;73.0;45.0;55359802
61;1;5;1;0;0.06666667;66.0;55.0;55359974
61;1;5;3;0;0.06593407;64.78308;55.0;55360009
61;1;5;3;0;0.053479858;63.83194;55.0;55360026
61;1;5;3;0;0.036385838;61.0;55.0;55360037
61;1;5;2;0;0.036385838;62.0;55.0;55360049
61;1;7;1;0;0.08766789;98.0;45.0;55373466
61;1;7;2;0;0.024420027;98.0;45.0;55373573
61;1;7;1;1;0.10329671;72.0;42.0;55373647
61;1;7;3;1;0.033943836;72.0;41.0;55373704
61;1;7;2;1;0.033943836;72.0;41.0;55373720
61;1;7;1;0;0.081318684;121.0;56.0;55373811
61;1;7;2;0;0.02783883;121.0;56.0;55373886
61;1;7;1;OK;0.07594628;97.0;32.0;55374989
61;1;7;2;OK;0.026617829;97.0;32.0;55375071
61;1;7;1;⌫;0.08766789;108.0;34.0;55376049
61;1;7;2;⌫;0.03931624;108.0;34.0;55376147
61;1;7;1;⌫;0.07521368;107.0;35.0;55376246
61;1;7;2;⌫;0.031746034;107.0;35.0;55376312
61;1;7;1;⌫;0.08009768;101.0;39.0;55376385
61;1;7;2;⌫;0.035409037;101.0;39.0;55376452
61;1;7;1;⌫;0.09108669;101.0;44.0;55376525
61;1;7;2;⌫;0.022954823;101.0;44.0;55376617
61;1;7;1;8;0.081807084;134.0;71.0;55377882
61;1;7;2;8;0.030769233;134.0;71.0;55377989
